name,funding_total_usd,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
BigTime Software,3113168.0,USA,Chicago,2,2011-10-03,2014-06-05,2002,1,Software,1
Infoniqa Group,4470000.0,CHE,Zug,1,2006-06-01,2006-06-01,2012,1,Software,1
Catalyst Mobile,10000000.0,USA,Emeryville,1,2007-10-09,2007-10-09,2006,1,Games,1
Moonfrog Labs,15000000.0,IND,Bangalore,1,2015-03-11,2015-03-11,2013,1,Game,1
EYE,136315.0,USA,San Francisco,1,2014-06-01,2014-06-01,2014,1,Messaging,0
Jaleva Pharmaceuticals,454462.0,USA,San Diego,1,2011-05-31,2011-05-31,2012,1,Biotechnology,0
American Addiction Centers,8877015.0,USA,Brentwood,4,2010-02-24,2014-02-27,2012,2,Biotechnology,1
Spireon,7714643.0,USA,Knoxville,1,2012-07-31,2012-07-31,2003,1,Hardware + Software,1
Elias Borges Urzeda,,USA,Tulsa,2,2008-12-22,2009-01-01,1986,2,Curated Web,3
D-Wave Systems,123831181.0,CAN,Burnaby,10,2006-05-16,2015-01-29,1999,1,Semiconductors,2
Blaze health,,USA,Greenville,1,2013-09-19,2013-09-19,2012,1,Software,3
Criers Podium,25000.0,USA,Chandler,1,2013-11-15,2013-11-15,2013,1,Software,0
NuMat Technologies,6407071.0,USA,Skokie,3,2013-06-12,2015-01-09,2012,1,Nanotechnology,1
ZYOMYX,34275015.0,USA,Fremont,4,2010-01-29,2014-03-26,1998,1,Biotechnology,1
Accupal,,USA,Little Rock,1,2008-10-02,2008-10-02,2008,1,Medical,3
Black-I Robotics,168000.0,USA,Tyngsboro,1,2012-03-12,2012-03-12,2012,1,Manufacturing,0
Sandwell Community Caring Trust (SCCT),6515581.0,GBR,Birmingham,1,2013-08-13,2013-08-13,1997,1,Nonprofits,1
Keller Medical,400000.0,USA,Stuart,1,2009-03-23,2009-03-23,2009,1,Biotechnology,0
FanMob,205000.0,USA,Los Angeles,1,2013-11-14,2013-11-14,2012,1,Local Businesses,0
SceneShot,100000.0,USA,Santa Monica,1,2012-06-01,2012-06-01,2012,1,Colleges,0
Advanced Flow Technologies,,CAN,Calgary,1,2013-08-07,2013-08-07,2012,1,Software,3
AddIn Social,54493.0,CAN,Ottawa,2,2010-01-01,2011-04-15,2010,0,Email Marketing,0
Nutrisystem,300000.0,USA,Washington,1,2002-12-20,2002-12-20,1972,2,Health and Wellness,0
Alnara Pharmaceuticals,55000000.0,USA,Cambridge,2,2008-10-30,2010-01-28,2008,2,Biotechnology,1
Ubiregi,129303.0,JPN,Tokyo,2,2011-05-01,2012-07-24,2010,1,Enterprises,0
Lexer,,AUS,Melbourne,1,2014-04-04,2014-04-04,2008,1,Analytics,3
QuickPlay Media,184235885.0,CAN,Toronto,5,2006-09-11,2015-03-26,2003,1,Enterprise Software,2
Onex Communications,20000000.0,USA,Bedford,1,2000-10-11,2000-10-11,2012,2,Communications Hardware,1
Cortex,500000.0,USA,Boston,1,2015-03-25,2015-03-25,2012,1,Artificial Intelligence,0
Kentik Technologies,12076011.0,USA,San Francisco,1,2015-06-30,2015-06-30,2012,0,Technology,1
Cartela AB,2670000.0,SWE,Lund,1,2006-04-26,2006-04-26,2012,2,Biotechnology,1
Natrogen Therapeutics,1400000.0,USA,New York,1,2010-04-05,2010-04-05,2002,1,Biotechnology,1
Tixers,355000.0,USA,Covington,2,2013-01-01,2014-08-04,2013,1,Concerts,0
Focaltech Systems,,TWN,Hsinchu,1,2010-01-29,2010-01-29,2012,2,Electronics,3
Extenda-Dent,,USA,Overland Park,1,2012-10-21,2012-10-21,2012,1,E-Commerce,3
Viragen,9430000.0,USA,Fort Lauderdale,3,2005-09-15,2007-04-16,1979,1,Biotechnology,1
Simplisico,30000.0,USA,San Francisco,1,2014-03-18,2014-03-18,2012,1,Software,0
Marathon Technologies,27819986.0,USA,Littleton,3,2004-01-30,2009-08-05,1993,2,Software,1
Archetypes,3535000.0,USA,New York,1,2011-08-26,2011-08-26,2011,1,Social Media,1
K12 Solar Investment Fund,,USA,El Dorado Hills,1,2014-02-13,2014-02-13,2014,2,Customer Service,3
GenerationStation,500000.0,USA,Atlanta,1,2010-05-20,2010-05-20,2010,1,Curated Web,0
Avalon Global Solutions,,USA,Hampton,1,2010-07-06,2010-07-06,2012,0,Telecommunications,3
Global Outlook,4500000.0,USA,Irving,1,2012-03-01,2012-03-01,2007,1,Cloud Infrastructure,1
Blispay.,1249999.0,USA,Baltimore,1,2014-12-16,2014-12-16,2014,1,Consumer Lending,1
Black Bear Carbon,,NLD,Nederweert,1,2015-05-11,2015-05-11,2010,1,Software,3
Dolphin,,USA,San Francisco,1,2011-07-01,2011-07-01,2009,1,Services,3
Lookcraft,,USA,New York,2,2012-01-04,2012-03-13,2012,1,Consumer Goods,3
Sportego,30000.0,USA,San Francisco,1,2014-06-02,2014-06-02,2012,1,Big Data Analytics,0
Apriva,20159162.0,USA,Scottsdale,2,2011-07-12,2014-06-17,1999,1,Developer APIs,1
LNTS,,USA,San Francisco,1,2007-02-18,2007-02-18,2012,0,Software,3
Mercato,1000000.0,USA,New York,1,2015-09-14,2015-09-14,2015,1,E-Commerce,0
Eseye,13403254.0,GBR,Guildford,2,2014-07-29,2015-08-05,2007,1,Internet of Things,1
ARTDEX,500000.0,USA,New City,1,2012-09-30,2012-09-30,2012,1,Art,0
My True Fit,6850000.0,USA,Woburn,2,2011-04-11,2011-08-01,2005,1,E-Commerce,1
Yottio,202819.0,USA,Seattle,1,2015-06-04,2015-06-04,2013,1,Digital Media,0
HomeUnion,5500000.0,USA,Irvine,2,2011-11-01,2014-09-08,2009,1,Real Estate,1
Factor 14,,USA,Palo Alto,1,2013-01-05,2013-01-05,2013,1,Health Care,3
BurudaConcert,,KOR,Seoul,1,2013-11-01,2013-11-01,2013,1,E-Commerce,3
Macquarie Group,400000000.0,AUS,Sydney,1,2015-10-08,2015-10-08,1969,2,Finance,2
Oxford Biotrans,4810827.0,GBR,Oxford,2,2013-10-01,2015-08-04,2013,1,Biotechnology,1
Virginia Mason Medical Center,2200000.0,USA,Seattle,1,2014-10-13,2014-10-13,2012,1,Hospitals,1
Good Photo,,CHN,Chengdu,1,2010-05-01,2010-05-01,2012,1,Photography,3
Inn Style Ltd,555975.0,GBR,Ipswich,2,2014-03-05,2014-09-01,2014,1,Online Reservations,0
Beijing Lingdong Kuaipai Information Technology,3174603.0,CHN,Beijing,1,2012-04-01,2012-04-01,2010,1,Mobile,1
Global Rockstar GmbH,1536913.0,AUT,Vienna,3,2014-08-29,2015-03-23,2014,1,Cloud-Based Music,1
Coquelux,,BRA,São Paulo,1,2012-02-01,2012-02-01,2008,2,E-Commerce,3
Angiocrine Bioscience,3999999.0,USA,New York,1,2013-03-13,2013-03-13,2012,1,Biotechnology,1
SocialBrowse,,USA,San Francisco,1,2008-10-01,2008-10-01,2008,0,Curated Web,3
BoxMySpace,3200000.0,IND,Mumbai,1,2015-07-14,2015-07-14,2014,1,Services,1
Koniku,,USA,San Francisco,2,2015-09-07,2015-10-27,2014,0,Software,3
Wanderful Media,50500000.0,USA,Los Gatos,4,2012-09-25,2014-04-28,2012,1,Advertising,1
Questar Assessment,4600000.0,USA,Brewster,1,2009-08-05,2009-08-05,2012,1,Consulting,1
Aktana,12539999.0,USA,San Francisco,5,2011-08-23,2013-06-24,2011,1,Analytics,1
Twijector,50000.0,USA,San Francisco,1,2013-09-01,2013-09-01,2012,0,Social Network Media,0
Diino Systems,3145714.0,SWE,Stockholm,1,2007-07-31,2007-07-31,2012,1,Software,1
Privy Groupe,,USA,Los Angeles,1,2008-01-01,2008-01-01,2009,1,Social Media,3
TechPoint (Indiana),8115000.0,USA,Indianapolis,3,2012-12-20,2014-08-20,1999,1,Apps,1
DeNA,19362564.0,JPN,Tokyo,3,2000-03-23,2001-11-30,1999,2,E-Commerce,1
Happily,600000.0,USA,Los Angeles,1,2015-08-25,2015-08-25,2014,1,Events,0
Monthlys,1000000.0,USA,Chicago,1,2012-03-01,2012-03-01,2012,0,Curated Web,0
Tiger Logistics,,USA,Memphis,1,2012-04-19,2012-04-19,2008,1,Transportation,3
GooodJob,,ISR,Tel Aviv,1,2011-01-01,2011-01-01,2011,1,Mobile,3
Bastille,16274967.0,USA,Atlanta,3,2014-09-10,2015-08-24,2014,1,Cyber Security,1
T-VIPS,6940000.0,NOR,Oslo,2,2005-02-23,2007-03-15,2004,2,Public Relations,1
Prodigy Ventures,2500000.0,CAN,Toronto,1,2015-12-01,2015-12-01,2015,1,Software,1
Zazom,55000.0,USA,Miami,2,2013-09-01,2014-01-01,2013,1,Online Rental,0
Omnisio,,USA,Atherton,1,2008-01-01,2008-01-01,2012,2,File Sharing,3
Artwardly,,USA,San Francisco,1,2013-10-24,2013-10-24,2012,1,Art,3
Southern Illinois University Edwardsville,10000000.0,USA,Edwardsville,1,2014-10-01,2014-10-01,1957,1,Software,1
Wizeline,8435583.0,USA,San Francisco,2,2013-11-27,2014-06-01,2013,1,Analytics,1
Jintronix,6300000.0,CAN,Montréal,3,2012-11-19,2015-02-20,2010,1,Health and Wellness,1
Stream Media,1000000.0,SGP,Singapore,1,2011-02-08,2011-02-08,2009,0,Mobile,0
Wrapify,1000000.0,USA,San Diego,1,2015-09-14,2015-09-14,2015,1,Advertising,0
Beep Networks,4000000.0,USA,San Francisco,2,2014-06-01,2014-12-01,2012,1,Consumer Electronics,1
BrandMaker,30000000.0,DEU,Karlsruhe,1,2014-09-23,2014-09-23,1999,1,Software,1
Lambda OpticalSystems,16000000.0,USA,Reston,2,2004-04-13,2005-09-27,2000,1,Web Hosting,1
TomboyX,20000.0,USA,Seattle,1,2015-02-02,2015-02-02,2012,1,Fashion,0
my4oneone,,USA,Rancho Santa Margarita,2,2011-03-01,2011-03-01,2011,1,Cloud Computing,3
Video Networks,66000000.0,USA,Atlanta,1,2000-11-14,2000-11-14,2012,0,E-Commerce,1
GoPro,288205000.0,USA,San Mateo,3,2010-09-22,2012-12-20,2003,2,3D,2
Arisaph Pharmaceuticals,10000000.0,USA,Boston,1,2013-11-01,2013-11-01,1999,1,Biotechnology,1
Truckily,120000.0,USA,Kansas City,1,2013-06-11,2013-06-11,2012,1,Apps,0
Inceptus Medical,4700000.0,USA,Aliso Viejo,1,2013-10-16,2013-10-16,2011,1,Health Care,1
Beekly,20000.0,USA,Honolulu,1,2014-10-14,2014-10-14,2012,1,Advertising,0
Motally,1999999.0,USA,San Francisco,2,2009-06-17,2010-04-06,2012,2,Mobile,1
Lumigent Technologies,23000000.0,USA,Acton,4,2003-03-01,2009-12-18,2012,0,Software,1
Hatchbuck,4750000.0,USA,St Louis,3,2012-10-01,2015-07-31,2011,1,CRM,1
Deploy Solution,36000000.0,USA,Westwood,2,1999-11-23,2003-02-14,2012,2,Software,1
Envia Lá,40000.0,BRA,São Paulo,1,2012-11-21,2012-11-21,2012,0,Games,0
NeXeption,21500000.0,USA,Malvern,1,2014-01-02,2014-01-02,2011,1,Biotechnology,1
Tap.in2,525000.0,USA,Cleveland,1,2015-07-07,2015-07-07,2011,1,Music Venues,0
Second Home,,GBR,London,1,2014-03-01,2014-03-01,2012,1,Business Development,3
Nura,9500000.0,USA,Seattle,1,2004-09-23,2004-09-23,2012,1,Biotechnology,1
The Daily Caller,3000000.0,USA,Washington,1,2009-11-01,2009-11-01,2009,1,News,1
TenKod,670000.0,ISR,Haifa,2,2014-01-01,2014-07-01,2013,1,Cloud Computing,0
Palmap,1950000.0,USA,San Francisco,1,2013-09-18,2013-09-18,2010,1,Enterprise Software,1
Homespace,30000000.0,USA,Englewood,1,1999-11-08,1999-11-08,2012,0,Software,1
Rocksbox,1500000.0,USA,San Francisco,2,2013-01-16,2014-02-16,2012,1,Fashion,1
DynaPump,18000000.0,USA,Houston,2,2007-07-16,2008-06-18,1992,0,Energy,1
Hordspot,,USA,San Francisco,1,2014-02-01,2014-02-01,2012,1,Software,3
GotoTel,,CHN,Beijing,1,2006-04-01,2006-04-01,2012,1,Mobile,3
Itiva,7000000.0,USA,San Francisco,1,2007-05-01,2007-05-01,2012,1,Curated Web,1
Tongxue,6000000.0,USA,San Francisco,1,2009-03-06,2009-03-06,2013,0,Curated Web,1
WEEZEVENT,1439220.0,FRA,Paris,2,2007-04-15,2011-12-19,2008,1,Credit Cards,1
PowerMag,405000.0,USA,Chicago,1,2012-05-18,2012-05-18,2012,1,Clean Technology,0
Sirona Biochem,24295.0,CAN,Vancouver,1,2013-03-19,2013-03-19,2006,1,Biotechnology,0
PostRocket,610000.0,USA,Palo Alto,2,2011-11-01,2012-05-31,2012,0,Analytics,0
Ooooby,181022.972458434,USA,Fresno,1,2015-09-29,2015-09-29,2008,1,Organic Food,0
Legend Power Systems,139108.0,TUR,Çan,1,2009-09-17,2009-09-17,2001,1,Clean Technology,0
Akeso Biomedical,760000.0,USA,Waltham,2,2014-12-19,2015-07-13,2014,1,Biotechnology,0
Emoree.de,140000.0,USA,San Francisco,1,2015-07-01,2015-07-01,2015,1,Online Education,0
Zelos Therapeutics,10746748.0,USA,Conshohocken,4,2004-10-05,2011-08-17,2012,1,Biotechnology,1
CareXtend,2210332.0,USA,Chicago,2,2013-04-12,2014-04-01,2012,1,Health and Wellness,1
Colt Defense,33000000.0,USA,West Hartford,1,2015-02-10,2015-02-10,1836,1,Defense,1
Insynctive,1955000.0,USA,Walnut Creek,4,2011-05-01,2014-06-20,2011,1,Brokers,1
BMP Sunstone Corporation,6350000.0,USA,Plymouth Meeting,1,2009-03-31,2009-03-31,2012,1,Biotechnology,1
e-Sim,9000000.0,USA,San Francisco,1,1999-12-23,1999-12-23,2012,1,Mobile,1
Tutorialspoint,,IND,Hyderabad,1,2006-11-08,2006-11-08,2012,1,Education,3
appssavvy,13329915.0,USA,New York,4,2008-10-07,2012-02-01,2008,0,Advertising,1
Citizen.VC,4000000.0,USA,Palo Alto,1,2014-04-01,2014-04-01,2012,1,Finance,1
Popcorn5,274111.0,KOR,Seoul,1,2013-05-07,2013-05-07,2012,1,Software,0
Carrius Technologies,12300000.0,USA,Richardson,2,2003-02-07,2003-10-10,2012,1,Technology,1
Intio,8850000.0,USA,Broomfield,2,2010-10-14,2012-07-07,2005,1,Software,1
Liqid,5700000.0,USA,Lafayette,1,2015-05-20,2015-05-20,2013,1,Information Technology,1
Lifestyle Air,,USA,Paradise Valley,2,2007-06-25,2007-06-25,2006,1,Medical,3
RedCloud Security,6920000.0,USA,Sterling,2,2011-03-17,2012-05-21,2012,2,Design,1
Discovery Labs,4900000.0,USA,Warrington,2,2014-06-17,2014-10-01,2012,2,Pharmaceuticals,1
VitalsGuard,12500.0,USA,San Francisco,1,2014-02-01,2014-02-01,2012,1,E-Commerce,0
Skaffl,18000.0,USA,Bethlehem,1,2014-02-10,2014-02-10,2012,1,K-12 Education,0
Paltalk,6000000.0,USA,New York,1,2004-04-01,2004-04-01,1998,1,Chat,1
Digna Biotech,,ESP,Madrid,1,2007-10-23,2007-10-23,2012,1,Biotechnology,3
Emotive Communications,13950000.0,USA,San Francisco,2,2007-04-18,2008-12-10,2011,1,Enterprise Software,1
Saucepan,,CHN,Shanghai,1,2014-11-01,2014-11-01,2014,0,Hospitality,3
42Race,500000.0,USA,San Francisco,1,2015-06-01,2015-06-01,2015,0,Online Travel,0
Mumaxu Network,340000.0,USA,Flanders,1,2014-07-15,2014-07-15,2014,1,Software,0
AlphaDraft,5000000.0,USA,New York,2,2015-02-01,2015-05-19,2012,2,Fantasy Sports,1
Edaixi,123200000.0,CHN,Beijing,3,2014-07-22,2015-08-08,1990,1,China Internet,2
Woven Orthopedic Technologies,6600000.0,USA,Manchester,1,2015-07-14,2015-07-14,2007,1,Hardware + Software,1
iDiDiD,,NLD,San Francisco,1,2009-07-22,2009-07-22,2012,1,Social Media,3
Ticketbud,1200000.0,USA,Austin,1,2011-03-24,2011-03-24,2009,1,Events,1
Oxford Performance Materials,1200000.0,USA,South Windsor,1,2011-08-04,2011-08-04,2000,1,Clean Technology,1
Portbox,75000.0,USA,Miami,1,2013-05-01,2013-05-01,2011,1,Business Services,0
EmergenSee,1500000.0,USA,Washington,2,2012-09-07,2013-03-15,2012,1,Security,1
Netsocket,21657412.0,USA,Plano,4,2009-11-18,2013-09-27,2006,1,Cloud Management,1
Community Cash,62500.0,USA,Las Vegas,2,2013-09-24,2014-12-17,2008,1,Advertising,0
crowdSPRING,3000000.0,USA,Chicago,1,2008-05-23,2008-05-23,2007,1,Curated Web,1
Tactiga,40000.0,ISR,Holon,1,2014-01-25,2014-01-25,2012,1,Consulting,0
Malls.Com,500000.0,USA,San Francisco,1,2014-02-01,2014-02-01,2014,1,Commercial Real Estate,0
Spootr Inc.,6500.0,CAN,Ottawa,1,2014-06-06,2014-06-06,2014,1,App Marketing,0
Nanya Technology Corporation,,USA,Santa Clara,1,2012-09-07,2012-09-07,1995,2,Manufacturing,3
GEOcommand,22200.0,USA,Boca Raton,1,2015-04-09,2015-04-09,2006,1,Security,0
QUALIA (formerly known as LocalResponse),8850000.0,USA,New York,7,2008-10-29,2014-02-28,2011,1,Ad Targeting,1
Taskdoer,,USA,New York,1,2012-03-01,2012-03-01,2012,1,Curated Web,3
Eat Local,,USA,Wilmington,1,2013-01-01,2013-01-01,2013,1,Hospitality,3
ensembli,,GBR,San Francisco,1,2009-03-03,2009-03-03,2012,1,Curated Web,3
"Oliver & Co Designs, Inc.",,USA,San Francisco,1,2012-12-12,2012-12-12,2012,0,Software,3
Yardsale,,USA,San Francisco,1,2011-08-02,2011-08-02,2012,2,Curated Web,3
Tragara,63259984.0,USA,San Diego,5,2007-03-15,2015-09-02,2007,1,Biotechnology,1
Heyzap,7995000.0,USA,San Francisco,5,2009-01-01,2012-12-01,2009,1,Advertising,1
Arctic Empire,393669.0,CAN,Ottawa,1,2010-05-12,2010-05-12,2010,1,Games,0
LookTracker,50000.0,USA,Point Pleasant Beach,1,2013-07-15,2013-07-15,2013,1,Analytics,0
GCD Systeme,641000.0,DEU,Erlangen,1,2006-08-18,2006-08-18,2012,1,Mobile,0
Caralon Global,250000.0,USA,Cleveland,1,2011-05-09,2011-05-09,2007,1,Manufacturing,0
Attify Inc.,,IND,Bangalore,1,2015-01-03,2015-01-03,2013,1,Cloud Security,3
MagicStick,216000.0,USA,San Francisco,1,2015-10-21,2015-10-21,2011,1,Consumer Electronics,0
Hrmatches.com,1334881.79621694,NLD,Amsterdam,1,2013-06-15,2013-06-15,2012,1,Career Management,1
Operator,,USA,San Francisco,1,2011-05-11,2011-05-11,2012,1,Software,3
Block Party Suites,500000.0,USA,San Francisco,1,2015-04-15,2015-04-15,2012,1,Entertainment Industry,0
Fazland,1805100.0,ITA,Reggio Nell Emilia,2,2014-07-30,2015-09-14,2011,1,Internet,1
Spica Inc.,847623.0,USA,San Francisco,1,2015-01-26,2015-01-26,2012,1,Fashion,0
JSC Detsky Mir,,RUS,Moscow,1,2014-09-10,2014-09-10,2012,1,Kids,3
ResponseTap,9372811.67632733,GBR,Manchester,2,2012-05-03,2014-05-07,2008,1,Advertising,1
Fusion Networks,9000000.0,USA,San Francisco,1,1999-11-30,1999-11-30,2012,0,Software,1
Startupbootcamp HighTechXL,,NLD,Eindhoven,2,2013-01-01,2014-01-01,2013,1,3D Printing,3
CrowdFeed,25000.0,USA,Dallas,2,2013-03-01,2013-03-06,2013,1,Big Data,0
Walk Score,2000000.0,USA,Seattle,1,2012-01-13,2012-01-13,2007,2,Location Based Services,1
Mumumío,,ESP,Madrid,1,2012-04-01,2012-04-01,2012,1,E-Commerce,3
ubigrate,647657.0,DEU,Dresden,2,2009-02-10,2010-12-11,2008,1,Software,0
Asqella,1800000.0,FIN,Helsinki,1,2015-04-09,2015-04-09,2011,1,Manufacturing,1
AsicAhead,10000000.0,BEL,Genk,1,2007-01-09,2007-01-09,2003,1,Semiconductors,1
Spikes Security,13400000.0,USA,Los Gatos,2,2013-01-01,2014-10-22,2012,1,Cyber Security,1
Loudr,600000.0,USA,San Francisco,2,2013-07-15,2014-10-15,2013,1,Accounting,0
Xunlei,326000000.0,CHN,Shenzhen,5,2004-01-01,2014-04-06,2003,2,Software,2
Enterra Solutions,,USA,Reston,1,2011-10-19,2011-10-19,2012,1,Enterprise Software,3
Cazoomi,250000.0,USA,San Francisco,1,2009-09-01,2009-09-01,2009,1,Cloud Data Services,0
fos4X,2511108.0,DEU,Munich,3,2012-05-07,2015-03-26,2010,1,Manufacturing,1
FireScope,12836661.0,USA,Huntington Beach,5,2009-04-02,2012-03-30,2006,1,Internet,1
OxThera,53324213.0,SWE,Stockholm,3,2005-07-11,2014-04-16,2012,1,Biotechnology,1
Arrayit,1000000.0,USA,Sunnyvale,1,2013-11-01,2013-11-01,1993,1,Enterprise Software,0
TVPage,3040000.0,USA,San Diego,3,2012-01-02,2015-05-14,2011,1,Curated Web,1
NexLP,2000000.0,USA,Chicago,1,2014-09-01,2014-09-01,2012,1,Big Data,1
Pandora Media,56300000.0,USA,Oakland,6,2000-03-02,2011-06-15,2000,2,Broadcasting,1
Advanced Cyclone Systems,1500000.0,PRT,Porto,1,2009-01-01,2009-01-01,2008,1,Manufacturing,1
RES Software,12406622.5651035,USA,Radnor,2,2010-04-28,2010-04-28,1999,1,Technology,1
Asia Pacific Marine Container Lines,,CAN,Vancouver,1,1998-09-01,1998-09-01,1870,0,Logistics Company,3
OpenExchange,10350001.0,USA,Boston,3,2011-11-17,2013-09-18,2009,1,Enterprise Software,1
Tutopia.com,5000000.0,USA,San Francisco,1,2001-03-27,2001-03-27,2012,0,Software,1
Ignite Dance Studios,,CAN,Canmore,1,2014-12-12,2014-12-12,2013,1,Sports,3
Careerminds Group,2085000.0,USA,Hockessin,2,2010-09-09,2011-05-04,2012,1,Consulting,1
Aponia Laboratories,5682737.0,USA,Greenwich,4,2011-01-31,2015-03-27,2010,1,Biotechnology,1
Duplia,575795.0,GBR,Cheltenham,1,2013-10-09,2013-10-09,2012,1,Audio,0
TravelLine,250000.0,RUS,Moscow,1,2013-08-01,2013-08-01,2008,0,Business Services,0
Best Solar,21500000.0,CHN,Suzhou,1,2010-02-26,2010-02-26,2012,1,Clean Technology,1
StowThat,50000.0,USA,Seattle,2,2013-12-31,2014-02-12,2012,1,Curated Web,0
iVendor,12000000.0,USA,Sunnyvale,1,1999-11-12,1999-11-12,1998,0,Software,1
The Surgical Center,134452.0,USA,Laguna Hills,1,2009-10-14,2009-10-14,2012,1,Biotechnology,0
SADAR 3D,250000.0,USA,Clarkton,1,2013-04-12,2013-04-12,2011,1,Software,0
Ardian,10080000.0,FRA,Paris,1,2006-11-03,2006-11-03,1996,1,Investment Management,1
FLYR,5342686.0,USA,San Francisco,3,2014-01-01,2015-03-31,2012,1,Big Data,1
HF Food Technologies,520000.0,USA,Cleveland,2,2006-08-29,2007-10-09,2012,1,Clean Technology,0
Express Medical Transporters,,USA,St Louis,1,2014-08-05,2014-08-05,2012,1,Hospitality,3
HempTech,100000.0,USA,St. Petersburg,1,2015-08-19,2015-08-19,2014,1,Agriculture,0
Medcasco,,USA,San Francisco,1,2010-01-01,2010-01-01,2012,0,Software,3
Misen,628300.0,USA,San Francisco,1,2015-09-21,2015-09-21,2015,1,Consumer Goods,0
Xinrong,100000000.0,CHN,San Francisco,1,2014-09-29,2014-09-29,2000,1,Medical Devices,1
Yupp - What are You Sayin'?,,USA,Los Angeles,2,2014-03-13,2014-06-23,2013,1,Apps,3
Chronos Mobile Technologies,,USA,San Francisco,2,2014-05-23,2015-01-20,2012,2,iOS,3
Jolt Athletics,130000.0,USA,San Francisco,1,2015-03-09,2015-03-09,2014,1,Electronics,0
Attolight,3409172.0,CHE,Lausanne,5,2010-10-21,2014-12-09,2008,1,Semiconductors,1
Psydex,3500000.0,USA,San Francisco,1,2009-04-21,2009-04-21,2012,1,News,1
HELLO STAGE,165000.0,USA,Sunnyvale,1,2015-03-01,2015-03-01,2013,1,Entertainment,0
Lowdownapp Ltd,601824.0,GBR,London,3,2014-01-10,2014-09-01,2013,1,Mobile,0
Siriona,1910000.0,FRA,Paris,1,2006-01-01,2006-01-01,2012,1,Software,1
Dumbstruck,170000.0,USA,Albany,1,2014-03-04,2014-03-04,2013,0,Software,0
Digital Foodie Ltd.,,FIN,Helsinki,2,2013-03-26,2013-12-23,2009,1,Enterprise Software,3
StyleBee,1000000.0,USA,Los Angeles,1,2015-07-22,2015-07-22,2014,1,Beauty,0
Raytheon BBN Technologies,16000000.0,USA,Cambridge,3,2004-04-01,2012-01-17,1948,2,Web Hosting,1
Edvivo,40000.0,USA,San Francisco,1,2012-08-09,2012-08-09,2012,1,Education,0
Acorns,31960000.0,USA,Newport Beach,4,2012-06-01,2015-04-15,2012,1,Apps,1
Amerstem,375000.0,USA,Camarillo,1,2015-03-06,2015-03-06,2012,1,Health Care Information Technology,0
Wine in Black,,DEU,Berlin,3,2012-02-01,2015-05-19,2011,1,Distributors,3
SportsMEDIA Technology,12500000.0,USA,Durham,1,2010-09-03,2010-09-03,1988,1,Software,1
ZenZui,12000000.0,USA,Seattle,1,2007-03-27,2007-03-27,2007,1,Browser Extensions,1
ACE*COMM,5000000.0,USA,Gaithersburg,1,2007-01-01,2007-01-01,1983,1,Public Relations,1
Imagiscore,10000.0,JPN,Tokyo,1,2014-11-14,2014-11-14,2012,1,Cloud-Based Music,0
Way2Pay,602103.0,IRL,Dublin,3,2013-02-01,2015-05-06,2012,1,Education,0
Tonix Pharmaceuticals Holding,2335000.0,USA,New York,2,2011-10-20,2012-11-21,2007,2,Biotechnology,1
VCharge,4420000.0,USA,Providence,5,2010-12-23,2013-10-18,2009,1,Energy,1
Surge Performance Training,750000.0,USA,Austin,1,2013-06-18,2013-06-18,2010,1,Health and Wellness,0
Weizoom,,CHN,Haidian,1,2014-03-05,2014-03-05,2005,1,Advertising,3
Brightly,,NZL,Auckland,1,2015-01-01,2015-01-01,2013,1,Freelancers,3
NeedFeed,350000.0,USA,San Francisco,1,2012-04-01,2012-04-01,2012,0,Internet,0
VersaMe,2500000.0,USA,Palo Alto,1,2015-11-10,2015-11-10,2014,1,Computers,1
BeMo,100000.0,USA,Henderson,1,2012-12-07,2012-12-07,2010,1,Business Services,0
Cytox,2272877.0,GBR,Manchester,1,2014-04-03,2014-04-03,2013,1,Biotechnology,1
LawLytics,,USA,Tucson,1,2013-01-01,2013-01-01,2012,1,Software,3
Smart Cube,6410909.0,GBR,London,1,2011-09-28,2011-09-28,2012,1,Analytics,1
Touch Clarity,6700000.0,USA,San Francisco,1,2004-07-21,2004-07-21,2012,2,Data Mining,1
Jobs The Word,795507.0,GBR,Daresbury,1,2013-09-26,2013-09-26,2011,1,Consulting,0
Alsyon Technologies,3808000.0,FRA,Le Pecq,2,2007-11-29,2010-03-31,2003,1,Software,1
Mulu,3641507.0,USA,Palo Alto,6,2013-01-01,2014-03-28,2012,1,Curated Web,1
CytoLogic,978637.0,USA,Boulder,2,2010-12-13,2012-06-15,1998,1,Health Care,0
Gallop Labs,2000000.0,CAN,Toronto,1,2014-12-10,2014-12-10,2013,1,Advertising,1
Kanari,200000.0,ARE,Dubai,1,2014-02-14,2014-02-14,2013,1,Restaurants,0
Plants & Machines,174957.335842301,DEU,Weimar,2,2014-05-01,2015-10-01,2014,1,Agriculture,0
Sunbay,,CHE,Ruschlikon,1,2012-08-01,2012-08-01,2012,0,Web Hosting,3
